timestamp,case_id,scenario,url_origin,url_path_prefix,final_url_origin,final_url_path_prefix,live_page_ok,live_page_status,media_safety_enabled,developer_log_enabled,startup_gate_enabled,repeat_index,seed_domain,seed_category,seed_risk_level,seed_title,scan_ok,scan_status,error_code,reason,candidate_count,visible_tile_count,cheap_filter_hit_count,action_count,action_mode,removed_count,placeholder_count,merged_target_count,collapsed_group_count,hidden_area_px,viewport_coverage_pct,remaining_visible_tile_count,missed_visible_tile_count,false_hidden_count,collect_ms,cheap_filter_ms,apply_ms,dom_added_to_action_ms,late_decision_ms,loggedCandidateCount,loggedVisibleTileCount,loggedCheapFilterHitCount,loggedActionCount,loggedRemovedCount,loggedPlaceholderCount,loggedMergedTargetCount,loggedCollapsedGroupCount,loggedHiddenAreaPx,loggedViewportCoveragePct10,loggedRemainingVisibleTileCount,loggedLatestRemainingVisibleTileCount,loggedMissedVisibleTileCount,loggedFalseHiddenCount,loggedCollectMs,loggedCheapFilterMs,loggedApplyMs,loggedDomAddedToActionMs,runtime_log_count,media_runtime_log_count,pre_manual_hidden_count,pre_manual_harmful_hidden_count,pre_manual_safe_hidden_count,hidden_count,compact_summary_count,harmful_total,harmful_hidden_count,safe_total,safe_hidden_count,dom_element_count,body_text_length,media_element_count,visible_media_element_count,candidate_sized_visible_media_element_count,visible_media_samples,background_image_element_count,visible_background_image_element_count,document_ready_state,body_scenario,message_phase,visual_artifact_path,visual_artifact_bytes,visual_capture_error
2026-07-01T16:54:26+09:00,live_1_jusoguide1_com_decision_first_r1,live,https://jusoguide1.com,/,https://jusoguide1.com,/,True,loaded,True,True,False,1,jusoguide1.com,gambling,block,Address guide gambling banner grid,True,scanned,,live-smoke-live_1_jusoguide1_com_decision_first_r1,18,18,18,18,remove,18,0,1,0,857700,78.7,0,0,0,3,0,3,1,0,14,14,14,18,18,0,1,0,857700,787,6,0,0,0,3,0,3,1,7,7,0,0,0,18,0,0,0,0,0,976,1109,193,8,0,"[{""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c17e0b9c7.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1d946fd8.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1b7ea1f9.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c2018448e.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c19d1f543.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1e407dc8.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1f832335.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c18e70c23.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}]",7,0,complete,,manifest,evaluation/media-safety/results/current/visual/live-1-jusoguide1-com-decision-first-r1.png,88848,
2026-07-01T16:54:30+09:00,live_1_jusoguide1_com_decision_first_r2,live,https://jusoguide1.com,/,https://jusoguide1.com,/,True,loaded,True,True,False,2,jusoguide1.com,gambling,block,Address guide gambling banner grid,True,scanned,,live-smoke-live_1_jusoguide1_com_decision_first_r2,17,17,17,17,remove,1,0,0,0,678000,62.2,0,0,0,2,0,1,0,0,1,1,1,1,1,0,0,0,678000,622,0,0,0,0,2,0,1,0,2,2,0,0,0,17,0,0,0,0,0,973,975,192,8,0,"[{""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c17e0b9c7.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1d946fd8.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1b7ea1f9.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c2018448e.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c19d1f543.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1e407dc8.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1f832335.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c18e70c23.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}]",7,0,complete,,manifest,,0,
2026-07-01T16:54:35+09:00,live_1_jusoguide1_com_decision_first_r3,live,https://jusoguide1.com,/,https://jusoguide1.com,/,True,loaded,True,True,False,3,jusoguide1.com,gambling,block,Address guide gambling banner grid,True,scanned,,live-smoke-live_1_jusoguide1_com_decision_first_r3,17,17,17,17,remove,1,0,0,0,678000,62.2,0,0,0,4,0,1,0,0,1,1,1,1,1,0,0,0,678000,622,0,0,0,0,4,0,1,0,2,2,0,0,0,17,0,0,0,0,0,973,975,192,8,0,"[{""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c17e0b9c7.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1d946fd8.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1b7ea1f9.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c2018448e.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c19d1f543.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1e407dc8.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c1f832335.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusoguide1.com/data/board/bo_icon_6960c18e70c23.png"", ""href"": ""https://jusoguide1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}]",7,0,complete,,manifest,,0,
2026-07-01T16:54:39+09:00,live_2_jusowhy1_com_decision_first_r1,live,https://jusowhy1.com,/,https://jusowhy1.com,/,True,loaded,True,True,False,1,jusowhy1.com,gambling,block,Address why gambling banner grid,True,scanned,,live-smoke-live_2_jusowhy1_com_decision_first_r1,34,34,34,34,remove,34,0,28,2,1036984,95.1,0,0,0,3,0,7,5,0,18,18,18,34,34,0,28,2,1036984,951,0,0,0,0,3,0,7,5,4,4,0,0,0,34,1,0,0,0,0,1112,1250,195,71,0,"[{""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_main_banner.png"", ""href"": ""https://jusowhy1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_main_banner.png"", ""href"": ""https://jusowhy1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/telegram_icon.png"", ""href"": ""https://t.me/jusowhygo"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_google2.jpg"", ""href"": ""https://www.google.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_youtube2.jpg"", ""href"": ""https://www.youtube.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_naver2.jpg"", ""href"": ""https://m.naver.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_band2.jpg"", ""href"": ""https://www.band.us/ko"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_daum2.png"", ""href"": ""https://www.daum.net/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_kakao2.jpg"", ""href"": ""https://www.kakao.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_instagram.png"", ""href"": ""https://www.instagram.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_facebook.png"", ""href"": ""https://www.facebook.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/data/editor/2412/004ea5585b569661a852c2077d914ef0_1733682573_6899.png"", ""href"": ""https://jusowhy1.com/bbs/board.php"", ""hiddenAncestor"": false, ""rect"": ""30x30""}]",5,0,interactive,,manifest,evaluation/media-safety/results/current/visual/live-2-jusowhy1-com-decision-first-r1.png,143437,
2026-07-01T16:54:43+09:00,live_2_jusowhy1_com_decision_first_r2,live,https://jusowhy1.com,/,https://jusowhy1.com,/,True,loaded,True,True,False,2,jusowhy1.com,gambling,block,Address why gambling banner grid,True,scanned,,live-smoke-live_2_jusowhy1_com_decision_first_r2,34,34,34,34,remove,34,0,28,2,1174092,100.0,0,0,0,3,0,6,5,0,19,19,19,34,34,0,28,2,1174092,1000,0,0,0,0,3,0,6,5,4,4,0,0,0,34,1,0,0,0,0,1116,1250,195,71,0,"[{""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_main_banner.png"", ""href"": ""https://jusowhy1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_main_banner.png"", ""href"": ""https://jusowhy1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/telegram_icon.png"", ""href"": ""https://t.me/jusowhygo"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_google2.jpg"", ""href"": ""https://www.google.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_youtube2.jpg"", ""href"": ""https://www.youtube.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_naver2.jpg"", ""href"": ""https://m.naver.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_band2.jpg"", ""href"": ""https://www.band.us/ko"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_daum2.png"", ""href"": ""https://www.daum.net/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_kakao2.jpg"", ""href"": ""https://www.kakao.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_instagram.png"", ""href"": ""https://www.instagram.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_facebook.png"", ""href"": ""https://www.facebook.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/data/editor/2412/004ea5585b569661a852c2077d914ef0_1733682573_6899.png"", ""href"": ""https://jusowhy1.com/bbs/board.php"", ""hiddenAncestor"": false, ""rect"": ""30x30""}]",5,0,interactive,,manifest,,0,
2026-07-01T16:54:48+09:00,live_2_jusowhy1_com_decision_first_r3,live,https://jusowhy1.com,/,https://jusowhy1.com,/,True,loaded,True,True,False,3,jusowhy1.com,gambling,block,Address why gambling banner grid,True,scanned,,live-smoke-live_2_jusowhy1_com_decision_first_r3,34,34,34,34,remove,34,0,28,2,1174092,100.0,0,0,0,3,0,6,5,0,19,19,19,34,34,0,28,2,1174092,1000,0,0,0,0,3,0,6,5,4,4,0,0,0,34,1,0,0,0,0,1116,1250,195,71,0,"[{""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_main_banner.png"", ""href"": ""https://jusowhy1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_main_banner.png"", ""href"": ""https://jusowhy1.com/"", ""hiddenAncestor"": false, ""rect"": ""30x30""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/telegram_icon.png"", ""href"": ""https://t.me/jusowhygo"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_google2.jpg"", ""href"": ""https://www.google.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_youtube2.jpg"", ""href"": ""https://www.youtube.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_naver2.jpg"", ""href"": ""https://m.naver.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_band2.jpg"", ""href"": ""https://www.band.us/ko"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_daum2.png"", ""href"": ""https://www.daum.net/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/i_kakao2.jpg"", ""href"": ""https://www.kakao.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_instagram.png"", ""href"": ""https://www.instagram.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/img/icon_facebook.png"", ""href"": ""https://www.facebook.com/"", ""hiddenAncestor"": false, ""rect"": ""32x32""}, {""tag"": ""img"", ""cls"": """", ""src"": ""https://jusowhy1.com/data/editor/2412/004ea5585b569661a852c2077d914ef0_1733682573_6899.png"", ""href"": ""https://jusowhy1.com/bbs/board.php"", ""hiddenAncestor"": false, ""rect"": ""30x30""}]",5,0,interactive,,manifest,,0,
2026-07-01T16:54:52+09:00,live_3_example_com_decision_first_r1,live,https://example.com,/,https://example.com,/,True,loaded,True,True,False,1,example.com,benign,allow,Benign static page,True,scanned,,live-smoke-live_3_example_com_decision_first_r1,0,0,0,0,none,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,129,0,0,0,[],0,0,complete,,manifest,evaluation/media-safety/results/current/visual/live-3-example-com-decision-first-r1.png,17566,
2026-07-01T16:54:56+09:00,live_3_example_com_decision_first_r2,live,https://example.com,/,https://example.com,/,True,loaded,True,True,False,2,example.com,benign,allow,Benign static page,True,scanned,,live-smoke-live_3_example_com_decision_first_r2,0,0,0,0,none,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,129,0,0,0,[],0,0,complete,,manifest,,0,
2026-07-01T16:55:01+09:00,live_3_example_com_decision_first_r3,live,https://example.com,/,https://example.com,/,True,loaded,True,True,False,3,example.com,benign,allow,Benign static page,True,scanned,,live-smoke-live_3_example_com_decision_first_r3,0,0,0,0,none,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,129,0,0,0,[],0,0,complete,,manifest,,0,
2026-07-01T16:55:05+09:00,live_4_www_wikipedia_org_decision_first_r1,live,https://www.wikipedia.org,/,https://www.wikipedia.org,/,True,loaded,True,True,False,1,wikipedia.org,benign,allow,Benign media-light landing page,True,scanned,,live-smoke-live_4_www_wikipedia_org_decision_first_r1,1,1,0,0,none,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1115,2022,1,1,1,"[{""tag"": ""img"", ""cls"": ""central-featured-logo"", ""src"": ""https://www.wikipedia.org/portal/wikipedia.org/assets/img/Wikipedia-logo-v2.png"", ""href"": ""https://www.wikipedia.org/"", ""hiddenAncestor"": false, ""rect"": ""200x183""}]",14,4,complete,,manifest,evaluation/media-safety/results/current/visual/live-4-www-wikipedia-org-decision-first-r1.png,115969,
